id_projeto,desc_nome,situacao,organizacao_resp,valor_investimento_previsto,qtd_investimentos_previstos,somente_investimento_001,dt_inicial_prevista,dt_final_prevista,natureza_intervencao,especie_intervencao,sistema_resp,latitude_representativa_publica,longitude_representativa_publica,qtd_coordenadas_encontradas
34275.42-27,CR 914502/2021 - REFORMA DOS CENTROS DE APOIO AO TURISTA NO MUNICÍPIO DE LAGES/SC,Concluída,MINISTERIO DA ECONOMIA,241268.69,1,False,2025-06-29,2025-07-21,Obra,Reforma,Transferegov.br,-27.76944,-50.17833,2
74711.42-59,PAC 2 - Cobertura de Quadra Escolar 064,Cadastrada,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-12-18,2015-12-31,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
127878.42-28,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,3322.81,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-27.1991000232183,-49.0866,1
136711.42-25,"	Pavimentação asfáltica, drenagem e sinalização da Estrada Geral do Rio Scharf, no Município de Rancho Queimado/SC",Cadastrada,MINISTERIO DA ECONOMIA,382500.0,1,False,2026-06-22,2028-06-22,Obra,Construção,Transferegov.br,-27.64373,-49.02714,1
127778.42-60,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001252/2011-74,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,1514010.64,1,False,2011-11-23,2019-10-23,Obra,Recuperação,CIPI,-27.2209400232555,-49.64401,1
12453.42-98,Recuperação de Estradas Vicinais,Concluída,MINISTERIO DA ECONOMIA,526515.69,1,False,2019-12-20,2023-06-30,Obra,Construção,Transferegov.br,-28.43944,-49.29803,1
42957.42-44,Ed 649/2023 - Elaboração dos Projetos Básicos e Executivos de Engenharia na Rodovia BR-470/SC - Lote 05,Cadastrada,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,2590236.13,1,False,2024-08-29,2026-10-18,Projeto,Ampliação,CIPI,-27.2727650233439,-50.062618,1
18854.42-21,Pavimentação de via urbana,Concluída,MINISTERIO DA ECONOMIA,312776.67,1,False,2022-12-31,2025-12-31,Obra,Construção,Transferegov.br,-26.86333,-49.27458,1
132271.42-44,	Pavimentação com lajotas sextavadas e drenagem em via urbana do município de Leoberto Leal/SC,Cadastrada,MINISTERIO DA ECONOMIA,400000.0,1,False,2026-05-14,2027-05-14,Obra,Construção,Transferegov.br,-27.50912,-49.28334,1
3105.42-92,Clube Congresso Lagunense,Cadastrada,INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL,1163833.68,1,False,2019-12-26,2021-04-19,Obra,Recuperação,CIPI,,,0
134386.15-09,Sedec - Recuperação de Infraestrutura afetada por desastre 59053.024272/2026-70,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,603593.21,1,False,2026-05-26,2026-12-31,Obra,Recuperação,CIPI,-26.9316600227623,-48.96166,1
139540.42-39,"Pavimentação asfáltica da Estrada Municipal EMJ-213, localizada na Linha Barrinhas, interior do Município de Jardinópolis/SC.",Cadastrada,MINISTERIO DA ECONOMIA,592341.54,1,False,2026-04-30,2028-04-30,Obra,Construção,Transferegov.br,-26.68213,-52.8888,1
67774.42-59,657623 - Esp Educ Profissionalizante - Abdon Batista/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,275584.13,1,False,2010-08-16,2015-10-19,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
72199.42-00,702402/10 - Escola nova - Tifa Martins - Jaragua do Sul/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,556742.47,1,False,2011-11-28,2018-09-20,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
50009.42-09,Construção de Unidades Habitacionais,Cadastrada,MINISTERIO DA ECONOMIA,4585195.1,1,False,2024-12-19,2029-04-19,Obra,Construção,Transferegov.br,-26.03071,-48.50248,1
127774.42-89,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001252/2011-74,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,588832.4,1,False,2011-11-23,2019-10-23,Obra,Recuperação,CIPI,-27.2058000232297,-49.65762,1
8715.42-05,Pavimentação Carmosino e Maria,Concluída,MINISTERIO DA ECONOMIA,578581.58,1,False,2022-07-29,2025-07-29,Obra,Construção,Transferegov.br,-27.58466,-50.15604,1
16678.42-67,Intervenção de qualificação viária em rua no perímetro urbano do Município de Rio do Sul/SC,Cadastrada,MINISTERIO DA ECONOMIA,263386.83,1,False,2022-12-28,2023-12-31,Obra,Construção,Transferegov.br,-27.24641,-49.68237,1
80280.42-46,PAC 2 - Construção de Quadra Escolar Coberta 002/2013 - Criciúma - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-06-02,2016-10-22,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
84774.42-91,Terreno Pedras Grandes - Botuverá - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2015-03-09,2017-07-31,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
127756.42-67,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,1676.43,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-27.0533000229696,-49.3824,1
25719.42-19,Ruas Giovani de Toffol e Angelina deToffol,Em execução,MINISTERIO DA ECONOMIA,1255724.0,1,False,2023-11-20,2026-11-20,Obra,Construção,Transferegov.br,-26.48506,-49.12034,1
111226.42-63,Sedec - Recuperação de Infraestrutura afetada por desastre SEI  59050.000474/2015-01,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,42413.0,1,False,2015-06-19,2016-03-14,Obra,Recuperação,CIPI,-26.8650300226487,-52.03147,1
66434.42-06,806103 -EE INFANTIL - FLORIANÓPOLIS/SC - CAMPECHE,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,825522.04,1,False,2010-07-02,2011-10-07,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
29417.42-18,saneamento integrado no Bairro Morro dos Conventos,Em execução,MINISTERIO DA ECONOMIA,4833526.26,1,False,2023-12-29,2027-12-29,Obra,Construção,Transferegov.br,-28.93616,-49.38668,1
114709.42-28,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.000122/2017-80,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,178157.0,1,False,2018-03-16,2019-03-15,Obra,Recuperação,CIPI,-26.8388900226041,-52.96583,1
119266.42-64,Pavimentação de lajota sextavada.,Em execução,MINISTERIO DA ECONOMIA,400000.0,1,False,2021-12-30,2025-09-30,Obra,Construção,CIPI,,,0
49797.42-20,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Em execução,FUNDO NACIONAL DE SAUDE,6628334.0,1,False,2025-09-17,2028-06-18,Obra,Construção,SISMOB,-27.71227,-48.50495,1
126644.42-84,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE PROTEÇÃO SOCIAL ESPECIAL - CONSTRUÇÃO DE CENTRO DIA,Concluída,MINISTERIO DA ECONOMIA,741010.8,1,False,2017-12-29,2025-04-30,Obra,Construção,CIPI,,,0
74708.42-76,PAC 2 - Cobertura de Quadra Escolar 080,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-12-18,2018-12-05,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
127509.42-07,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.002320/2010-31,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,96659.19,1,False,2011-01-06,2013-12-05,Obra,Recuperação,CIPI,-28.8326000259972,-49.8442,1
111456.42-57,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.007075/2017-24,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,81869.7,1,False,2018-07-06,2019-07-05,Obra,Construção,CIPI,-27.5950900238936,-50.08225,1
127870.42-64,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,15225.82,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-27.3853800235359,-48.93055,1
71688.42-69,Creche Canasvieiras,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2012-03-12,2013-08-11,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
83897.42-74,Lote n. 34/35 - Saudades - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-12-24,2019-07-31,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
100328.42-64,DRAGAGEM DE DESASSOREAMENTO DO RIO PICARRAS E FURADO EM BALNEARIO PICARRAS  SC,Concluída,MINISTÉRIO DAS CIDADES,16638929.42,1,False,2009-10-02,2012-12-31,Obra,Construção,SIMEC-MCID,-26.76917,-48.67505,1
111318.42-65,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59502.000623/2017-21,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,44608.12,1,False,2018-06-01,2020-05-25,Obra,Construção,CIPI,-27.3329900234466,-48.90475,1
19085.42-73,CONSTRUÇÃO DE COBERTURA EM RUA,Concluída,MINISTERIO DA ECONOMIA,383075.5,1,False,2018-11-14,2023-10-30,Obra,Construção,Transferegov.br,-28.01425,-49.59213,1
128053.42-58,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,533859.54,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-27.3297500234411,-49.16821,1
15857.42-43,CCO - Serviços de Reparos no Sistema Hidráulico Preventivo contra Incêndios do Bloco C do IFSC Câmpus Chapecó,Cadastrada,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",61856.78,1,False,2023-02-01,2023-03-01,Obra,Reforma,CIPI,,,0
59955.42-05,"	Pavimentação de Estrada Vicinal da Colônia Santo Antônio, no Município de Itaiópolis/SC.",Cadastrada,MINISTERIO DA ECONOMIA,23230000.0,1,False,2025-05-15,2027-09-28,Obra,Construção,Transferegov.br,-26.35301,-49.952,1
86148.42-44,Encruzo - Maracajá - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2015-04-27,2018-07-27,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
62651.42-81,REFORMA DE UNIDADE BÁSICA DE SAÚDE,Concluída,FUNDO NACIONAL DE SAUDE,241800.0,1,False,2020-04-27,2022-12-07,Obra,Reforma,SISMOB,-26.897067,-51.076019,1
15442.42-11,Pavimentação e INfraestrutura de Via Pública no Município de Balneário Rincão/SC.,Cadastrada,MINISTERIO DA ECONOMIA,743352.0,1,False,2022-07-01,2023-12-31,Obra,Construção,Transferegov.br,-28.82938,-49.23662,2
117883.42-78,Requalificação viária da Rua Pedro Álvares Cabral mediante pavimentação asfáltica no Município de Joinville/SC,Concluída,MINISTERIO DA ECONOMIA,1945066.29,1,False,2019-12-31,2023-11-30,Obra,Construção,CIPI,,,0
4929.42-30,CONSTRUÇÃO DO CENTRO DE INICIAÇÃO AO ESPORTE DO IFC CAMPUS CAMBORIU,Em execução,"INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE",5184267.61,1,False,2022-02-01,2027-02-21,Obra,Construção,CIPI,,,0
127864.42-90,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,236942.69,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-27.8132000242653,-48.9716,1
111184.42-33,Sedec - Recuperação de Infraestrutura afetada por desastre SEI  59050.001453/2014-14,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,693802.32,1,False,2016-04-04,2018-05-12,Obra,Recuperação,CIPI,-26.9161900227359,-52.37091,1
127976.42-04,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,96772.42,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-26.2040500215241,-49.12236,1
31269.42-38,[SJE] REFORMA DOS BANHEIROS DO SUBSOLO DO BLOCO C DO CÂMPUS SÃO JOSÉ DO IFSC,Cadastrada,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",161423.99,1,False,2024-02-01,2024-03-01,Obra,Reforma,CIPI,-27.6084246995375,-48.6333066104632,1
123624.42-57,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59000.000652/2000-03,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,10292.0,1,False,2000-11-16,2004-05-23,Obra,Construção,CIPI,-27.615900023929,-51.4274,1
83896.42-18,Iperoba - São Francisco do Sul - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2016-03-03,2018-10-05,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
7934.42-62,Pavimentação Rua Gustav Krahn,Concluída,MINISTERIO DA ECONOMIA,433088.09,1,False,2020-12-30,2023-12-30,Obra,Construção,Transferegov.br,-26.68933,-49.17586,1
127740.42-38,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001252/2011-74,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,128491.45,1,False,2011-11-23,2019-10-23,Obra,Recuperação,CIPI,-27.2081600232337,-49.64364,1
35133.35-34,AMPLIACAO SIST ESGOTO SANITARIO C 6576 M DE REDE COLETORA 5 CINCO ESTAÃ§ÃµES ELEVATÃ³RIAS  EE C2  119 LS,Cadastrada,MINISTÉRIO DAS CIDADES,52185042.94,1,False,2008-06-20,2026-10-30,Obra,Construção,SIMEC-MCID,-27.58779,-48.54763,1
127593.42-11,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59000.000652/2000-03,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,10291.99,1,False,2000-11-16,2004-05-23,Obra,Construção,CIPI,-27.072300023002,-53.6635,1
77690.42-80,PAC 2 - Construção de Quadra Escolar Coberta EM Ver. Arinor Vogelsanger - Joinville - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2016-08-04,2018-03-04,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
83291.42-07,Prefeitura Municipal de Porto Belo,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2020-05-07,2022-05-07,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
25791.42-96,PAVIMENTAÇÃO DA RUA JOSÉ MARCHI E PAVIMENTAÇÃO DA CALÇADA DA AVENIDA P2 - LADO SUL,Cadastrada,MINISTERIO DA ECONOMIA,481585.6,1,False,2021-12-29,2026-11-30,Obra,Construção,Transferegov.br,-27.2341,-48.64826,2
127704.42-04,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001544/2010-26,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,252574.75,1,False,2010-07-23,2011-11-13,Obra,Recuperação,CIPI,-27.5188300237635,-48.77653,1
111070.42-38,Sedec - Recuperação de Infraestrutura afetada por desastre SEI  59050.000721/2015-61,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,117556.71,1,False,2017-02-20,2018-02-28,Obra,Recuperação,CIPI,-26.9644400228181,-52.86834,1
127859.42-60,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,107295.27,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-27.7887000242236,-48.9871,1
106471.42-14,Pavimentação Asfaltica da Rua Jordelino João da Rosa,Cadastrada,MINISTERIO DA ECONOMIA,486104.0,1,False,2025-12-24,2028-12-24,Obra,Construção,Transferegov.br,-27.49174,-48.65973,1
127555.42-97,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001475/2011-31,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,45154.06,1,False,2011-10-19,2014-04-10,Obra,Recuperação,CIPI,-27.0009800228804,-49.6495,1
27165.42-49,Pavimentação de estradas rurais do Município de Dionísio Cerqueira,Concluída,MINISTERIO DA ECONOMIA,541212.55,1,False,2023-11-03,2026-11-03,Obra,Construção,Transferegov.br,-26.2623,-53.63748,1
90688.42-60,Ed nº 632/2023 - Elaboração de Projetos Básicos e Executivos de Engenharia  -  BR-282/SC - LOTE 07,Cadastrada,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,3542327.9,1,False,2024-11-06,2026-10-27,Projeto,Construção,CIPI,-26.9357989240133,-52.7940444,1
111421.42-60,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.005334/2018-63,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,287147.36,1,False,2020-01-31,2023-04-24,Obra,Construção,CIPI,-26.8214400225744,-48.61071,1
127913.42-30,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001473/2011-42,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,222222.22,1,False,2012-02-01,2014-08-07,Obra,Recuperação,CIPI,-27.1194000230823,-50.0069,1
127537.42-75,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.000918/2009-52,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,509117.03,1,False,2009-06-05,2010-05-30,Obra,Recuperação,CIPI,-26.4435200219311,-49.29055,1
127609.42-64,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59000.000652/2000-03,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,10292.0,1,False,2000-11-16,2004-05-23,Obra,Construção,CIPI,-27.1293000230992,-51.0183,1
86180.42-62,Escola Municipal Professor Emílio da Silva - Schroeder - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2017-07-04,2019-12-31,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
137124.42-02,Escola 06 Salas São Valentin II - Jaborá - SC,Cadastrada,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2025-06-27,2026-07-22,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
137487.42-69,Pavimentação Rua Nicolau Petry Junior - Louro,Cadastrada,MINISTERIO DA ECONOMIA,4349441.75,1,False,2026-07-16,2028-07-16,Obra,Construção,Transferegov.br,-27.54972,-48.83139,1
25694.42-87,Pavimentação de Estrada Rural,Cadastrada,MINISTERIO DA ECONOMIA,956000.0,1,False,2023-09-26,2026-09-26,Obra,Construção,Transferegov.br,-28.09004,-48.68716,1
24881.42-18,Pavimentação de via - Rua do Paraíso,Concluída,MINISTERIO DA ECONOMIA,261199.78,1,False,2020-12-29,2024-06-30,Obra,Construção,Transferegov.br,-27.12825,-49.53555,1
114619.42-17,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.012612/2023-77,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,339422.07,1,False,2024-08-01,2026-12-31,Obra,Recuperação,CIPI,-26.4397200219246,-49.60444,1
59006.42-81,REFORMA DE UNIDADE BÁSICA DE SAÚDE,Concluída,FUNDO NACIONAL DE SAUDE,274040.0,1,False,2019-06-13,2021-12-07,Obra,Reforma,SISMOB,-27.2339498,-52.026467,1
129805.42-53,Pavimentação de estrada vicinal no município de Major Vieira/SC.,Cadastrada,MINISTERIO DA ECONOMIA,400000.0,1,False,2026-04-23,2029-04-23,Obra,Construção,Transferegov.br,-26.3814,-50.33347,1
117486.42-55,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL - SUAS – CONSTRUÇÃO DE CENTRO DE CONVIVÊNCIA - CC.,Concluída,MINISTERIO DA ECONOMIA,478828.74,1,False,2019-12-31,2022-12-31,Obra,Construção,CIPI,,,0
72201.42-62,702402/10 - EEB Timbé do Sul - Timbé do Sul/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,556742.47,1,False,2011-11-28,2014-09-25,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
50373.42-46,Ampliação de Unidade de Atenção Especializada em Saúde - Maternidade Dona Catarina Kuss Município de Mafra,Cadastrada,MINISTERIO DA ECONOMIA,1166866.81,1,False,2024-12-30,2027-12-23,Obra,Construção,Transferegov.br,-26.12648,-49.80472,1
80285.42-18,PAC 2 - Construção de Quadra Escolar Coberta 001/2013 - São Lourenço do Oeste - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-09-03,2016-06-20,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
92534.42-18,"Reforma de edificação de uso público para implantação do CAT, no Município de Urussanga/SC",Cadastrada,MINISTERIO DA ECONOMIA,393706.1,1,False,2025-11-28,2028-11-28,Obra,Reforma,Transferegov.br,-28.51904,-49.32094,1
125570.42-26,ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL – CONSTRUCAO DE CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL - CREAS,Concluída,MINISTERIO DA ECONOMIA,454545.5,1,False,2016-12-30,2020-12-31,Obra,Construção,CIPI,,,0
33343.42-11,CR 904032/2020 - PAVIMENTAÇÃO DA ESTRADA MUNICIPAL JGS 453 - ACESSO A CHIESETTA ALPINA E MORRO BOA VISTA NO MUNICÍPIO DE JARAGUÁ DO SUL/SC 3ª ETAPA.,Concluída,MINISTERIO DA ECONOMIA,1245236.07,1,False,2020-12-14,2025-05-31,Obra,Construção,Transferegov.br,-26.51663,-49.06108,1
30670.42-11,Execução de Pavimentação de Vias Públicas no município de Blumenau.,Cadastrada,MINISTERIO DA ECONOMIA,1389277.0,1,False,2023-12-27,2026-12-27,Obra,Construção,Transferegov.br,-26.91435,-49.06919,1
106867.42-90,Sistema de Abastecimento de Água - Comunidade da Barra do Rio dos Índios - Chapecó - SC,Cadastrada,MINISTERIO DA ECONOMIA,520000.0,1,False,2020-12-31,2026-12-31,Obra,Construção,Transferegov.br,-27.11587,-52.67876,1
27232.42-66,"Pavimentação de Acesso ao Centro de Eventos Comunitário Santa Terezinha, no Município de Forquilhinha/SC.",Em execução,MINISTERIO DA ECONOMIA,4790709.71,1,False,2023-12-29,2027-12-29,Obra,Construção,Transferegov.br,-28.81094,-49.50722,1
60308.42-67,Construção de calçadas acessíveis no município de Abdon Batista/SC,Em execução,MINISTERIO DA ECONOMIA,579000.0,1,False,2025-06-12,2028-06-12,Obra,Construção,Transferegov.br,-27.61055,-51.02687,2
129226.42-28,Pavimentação de acesso à Orla da Praia do Baixio no Município de Porto Belo/SC,Cadastrada,MINISTERIO DA ECONOMIA,622709.0,1,False,2026-07-29,2028-07-31,Obra,Construção,Transferegov.br,-27.15265,-48.54027,2
6323.42-42,Obra de Requalificação da Fortaleza de São José da Ponta Grossa,Cadastrada,INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL,6260539.06,1,False,2019-12-19,2022-08-25,Obra,Recuperação,CIPI,,,0
114453.42-35,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.013911/2024-18,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,350000.0,1,False,2025-11-13,2026-11-13,Obra,Recuperação,CIPI,-27.3805600235277,-49.38889,1
64419.42-85,Requalificação da Casa Buzzi para criação de Museu Municipal - Ascurra/SC,Cadastrada,INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL,400000.0,1,False,2025-08-01,2025-12-31,Projeto,Recuperação,CIPI,-26.9574100228062,-49.37378,1
